GPT4,Ex10,Ex10_writer-LLM-GPT4,sequenceFlow,15,Connecting Objects
GPT4,Ex00,Ex00_writer-LLM-GPT4,sourceRef,9,Connecting Objects
GPT4,Ex01,Ex01_writer-LLM-GPT4,sourceRef,10,Connecting Objects
GPT4,Ex02,Ex02_writer-LLM-GPT4,sourceRef,8,Connecting Objects
GPT4,Ex03,Ex03_writer-LLM-GPT4,sourceRef,16,Connecting Objects
GPT4,Ex04,Ex04_writer-LLM-GPT4,sourceRef,8,Connecting Objects
GPT4,Ex05,Ex05_writer-LLM-GPT4,sourceRef,8,Connecting Objects
GPT4,Ex07,Ex07_writer-LLM-GPT4,sourceRef,6,Connecting Objects
GPT4,Ex08,Ex08_writer-LLM-GPT4,sourceRef,6,Connecting Objects
GPT4,Ex09,Ex09_writer-LLM-GPT4,sourceRef,10,Connecting Objects
GPT4,Ex10,Ex10_writer-LLM-GPT4,sourceRef,13,Connecting Objects
GPT4,Ex00,Ex00_writer-LLM-GPT4,targetRef,9,Connecting Objects
GPT4,Ex01,Ex01_writer-LLM-GPT4,targetRef,10,Connecting Objects
GPT4,Ex02,Ex02_writer-LLM-GPT4,targetRef,7,Connecting Objects
GPT4,Ex03,Ex03_writer-LLM-GPT4,targetRef,12,Connecting Objects
GPT4,Ex04,Ex04_writer-LLM-GPT4,targetRef,8,Connecting Objects
GPT4,Ex05,Ex05_writer-LLM-GPT4,targetRef,7,Connecting Objects
GPT4,Ex07,Ex07_writer-LLM-GPT4,targetRef,5,Connecting Objects
GPT4,Ex08,Ex08_writer-LLM-GPT4,targetRef,6,Connecting Objects
GPT4,Ex09,Ex09_writer-LLM-GPT4,targetRef,10,Connecting Objects
GPT4,Ex10,Ex10_writer-LLM-GPT4,targetRef,9,Connecting Objects
GPT4,Ex07,Ex07_writer-LLM-GPT4,callActivity,1,Flow Objects
GPT4,Ex00,Ex00_writer-LLM-GPT4,endEvent,2,Flow Objects
GPT4,Ex01,Ex01_writer-LLM-GPT4,endEvent,1,Flow Objects
GPT4,Ex02,Ex02_writer-LLM-GPT4,endEvent,1,Flow Objects
GPT4,Ex03,Ex03_writer-LLM-GPT4,endEvent,1,Flow Objects
GPT4,Ex04,Ex04_writer-LLM-GPT4,endEvent,1,Flow Objects
GPT4,Ex05,Ex05_writer-LLM-GPT4,endEvent,1,Flow Objects
GPT4,Ex07,Ex07_writer-LLM-GPT4,endEvent,1,Flow Objects
GPT4,Ex08,Ex08_writer-LLM-GPT4,endEvent,1,Flow Objects
GPT4,Ex10,Ex10_writer-LLM-GPT4,endEvent,3,Flow Objects
GPT4,Ex00,Ex00_writer-LLM-GPT4,exclusiveGateway,1,Flow Objects
GPT4,Ex01,Ex01_writer-LLM-GPT4,exclusiveGateway,1,Flow Objects
GPT4,Ex02,Ex02_writer-LLM-GPT4,exclusiveGateway,1,Flow Objects
GPT4,Ex03,Ex03_writer-LLM-GPT4,exclusiveGateway,3,Flow Objects
GPT4,Ex04,Ex04_writer-LLM-GPT4,exclusiveGateway,1,Flow Objects
GPT4,Ex05,Ex05_writer-LLM-GPT4,exclusiveGateway,1,Flow Objects
GPT4,Ex08,Ex08_writer-LLM-GPT4,exclusiveGateway,1,Flow Objects
GPT4,Ex09,Ex09_writer-LLM-GPT4,exclusiveGateway,2,Flow Objects
GPT4,Ex10,Ex10_writer-LLM-GPT4,exclusiveGateway,1,Flow Objects
GPT4,Ex04,Ex04_writer-LLM-GPT4,intermediateCatchEvent,1,Flow Objects
GPT4,Ex09,Ex09_writer-LLM-GPT4,intermediateCatchEvent,2,Flow Objects
GPT4,Ex10,Ex10_writer-LLM-GPT4,intermediateCatchEvent,1,Flow Objects
GPT4,Ex10,Ex10_writer-LLM-GPT4,intermediateThrowEvent,3,Flow Objects
GPT4,Ex01,Ex01_writer-LLM-GPT4,parallelGateway,1,Flow Objects
GPT4,Ex00,Ex00_writer-LLM-GPT4,startEvent,1,Flow Objects
GPT4,Ex01,Ex01_writer-LLM-GPT4,startEvent,1,Flow Objects
GPT4,Ex02,Ex02_writer-LLM-GPT4,startEvent,1,Flow Objects
GPT4,Ex03,Ex03_writer-LLM-GPT4,startEvent,1,Flow Objects
GPT4,Ex04,Ex04_writer-LLM-GPT4,startEvent,1,Flow Objects
GPT4,Ex05,Ex05_writer-LLM-GPT4,startEvent,1,Flow Objects
GPT4,Ex07,Ex07_writer-LLM-GPT4,startEvent,1,Flow Objects
GPT4,Ex08,Ex08_writer-LLM-GPT4,startEvent,1,Flow Objects
GPT4,Ex09,Ex09_writer-LLM-GPT4,startEvent,1,Flow Objects
GPT4,Ex10,Ex10_writer-LLM-GPT4,startEvent,2,Flow Objects
GPT4,Ex00,Ex00_writer-LLM-GPT4,task,6,Flow Objects
GPT4,Ex01,Ex01_writer-LLM-GPT4,task,5,Flow Objects
GPT4,Ex02,Ex02_writer-LLM-GPT4,task,5,Flow Objects
GPT4,Ex03,Ex03_writer-LLM-GPT4,task,8,Flow Objects
GPT4,Ex04,Ex04_writer-LLM-GPT4,task,5,Flow Objects
GPT4,Ex05,Ex05_writer-LLM-GPT4,task,6,Flow Objects
GPT4,Ex07,Ex07_writer-LLM-GPT4,task,7,Flow Objects
GPT4,Ex08,Ex08_writer-LLM-GPT4,task,4,Flow Objects
GPT4,Ex09,Ex09_writer-LLM-GPT4,task,8,Flow Objects
GPT4,Ex10,Ex10_writer-LLM-GPT4,task,6,Flow Objects
GPT4,Ex00,Ex00_writer-LLM-GPT4,lane,1,Swim Lanes
GPT4,Ex01,Ex01_writer-LLM-GPT4,lane,1,Swim Lanes
GPT4,Ex02,Ex02_writer-LLM-GPT4,lane,2,Swim Lanes
GPT4,Ex03,Ex03_writer-LLM-GPT4,lane,3,Swim Lanes
GPT4,Ex04,Ex04_writer-LLM-GPT4,lane,2,Swim Lanes
GPT4,Ex05,Ex05_writer-LLM-GPT4,lane,3,Swim Lanes
GPT4,Ex07,Ex07_writer-LLM-GPT4,lane,2,Swim Lanes
GPT4,Ex08,Ex08_writer-LLM-GPT4,lane,2,Swim Lanes
GPT4,Ex09,Ex09_writer-LLM-GPT4,lane,1,Swim Lanes
GPT4,Ex10,Ex10_writer-LLM-GPT4,lane,2,Swim Lanes
GPT4,Ex00,Ex00_writer-LLM-GPT4,laneSet,1,Swim Lanes
GPT4,Ex01,Ex01_writer-LLM-GPT4,laneSet,1,Swim Lanes
GPT4,Ex02,Ex02_writer-LLM-GPT4,laneSet,1,Swim Lanes
GPT4,Ex03,Ex03_writer-LLM-GPT4,laneSet,1,Swim Lanes
GPT4,Ex04,Ex04_writer-LLM-GPT4,laneSet,1,Swim Lanes
GPT4,Ex05,Ex05_writer-LLM-GPT4,laneSet,3,Swim Lanes
GPT4,Ex07,Ex07_writer-LLM-GPT4,laneSet,2,Swim Lanes
GPT4,Ex08,Ex08_writer-LLM-GPT4,laneSet,1,Swim Lanes
GPT4,Ex09,Ex09_writer-LLM-GPT4,laneSet,1,Swim Lanes
GPT4,Ex10,Ex10_writer-LLM-GPT4,laneSet,2,Swim Lanes
